pair,date,high,low,open,close,volume
USDT_BTC,385200,36000.25,36000.30,36000.26,36000.27,228078949
USDT_BTC,388800,36000.26,36000.19,36000.25,36000.22,84693799
USDT_BTC,392400,36000.22,36000.28,36000.22,36000.25,191115377
USDT_BTC,396000,36000.21,36000.43,36000.20,36000.32,88410726
USDT_BTC,399600,36000.18,36000.36,36000.18,36000.27,127459836
USDT_BTC,403200,36000.15,36000.15,36000.18,36000.15,126329541
USDT_BTC,406800,36000.21,36000.25,36000.19,36000.23,177497596
USDT_BTC,410400,36000.15,36000.02,36000.17,36000.08,141384068
USDT_BTC,414000,36000.15,36000.31,36000.19,36000.23,79359176
USDT_BTC,417600,36000.25,36000.16,36000.22,36000.21,81449966
USDT_BTC,421200,36000.25,36000.22,36000.19,36000.24,81398319
USDT_BTC,424800,36000.21,36000.25,36000.18,36000.23,159795158
USDT_BTC,428400,36000.15,36000.00,36000.15,36000.07,194300748
USDT_BTC,432000,36000.17,36000.22,36000.16,36000.20,176826781
USDT_BTC,435600,36000.19,36000.22,36000.16,36000.21,183700509
USDT_BTC,439200,36000.19,36000.19,36000.14,36000.19,134506220
USDT_BTC,442800,36000.12,36000.12,36000.13,36000.12,131839730
USDT_BTC,446400,36000.11,35999.98,36000.12,36000.04,163366744
USDT_BTC,450000,36000.14,36000.08,36000.17,36000.11,176891524
USDT_BTC,453600,36000.20,36000.18,36000.19,36000.19,188213071
USDT_BTC,457200,36000.18,36000.34,36000.21,36000.26,244661075
USDT_BTC,460800,36000.22,36000.23,36000.21,36000.22,73475417
USDT_BTC,464400,36000.12,36000.16,36000.16,36000.14,241687732
USDT_BTC,468000,36000.17,36000.22,36000.16,36000.19,248774114
USDT_BTC,471600,36000.15,36000.19,36000.17,36000.17,128818284
USDT_BTC,475200,36000.18,36000.21,36000.19,36000.19,101868268
USDT_BTC,478800,36000.19,36000.21,36000.17,36000.20,217051400
USDT_BTC,482400,36000.16,36000.28,36000.16,36000.22,166802544
USDT_BTC,486000,36000.10,36000.13,36000.13,36000.11,136697145
USDT_BTC,489600,36000.09,36000.14,36000.12,36000.11,176825568
USDT_BTC,493200,36000.10,36000.11,36000.10,36000.11,169267124
USDT_BTC,496800,36000.12,36000.46,36000.09,36000.29,130499865
USDT_BTC,500400,36000.11,36000.07,36000.12,36000.09,154414315
USDT_BTC,504000,36000.11,36000.10,36000.12,36000.10,218522905
USDT_BTC,507600,36000.08,36000.17,36000.09,36000.13,96213041
USDT_BTC,511200,36000.11,36000.37,36000.10,36000.24,201978572
USDT_BTC,514800,36000.04,36000.10,36000.08,36000.07,183707435
USDT_BTC,518400,36000.03,36000.00,36000.05,36000.02,248748049
USDT_BTC,522000,36000.04,36000.13,36000.05,36000.09,231866356
USDT_BTC,525600,36000.02,36000.07,36000.04,36000.04,226038854
USDT_BTC,529200,36000.03,35999.85,36000.05,35999.94,182974507
USDT_BTC,532800,36000.09,36000.09,36000.08,36000.09,229672500
USDT_BTC,536400,36000.05,35999.98,36000.06,36000.02,249455272
USDT_BTC,540000,36000.05,36000.20,36000.07,36000.12,65997457
USDT_BTC,543600,36000.06,36000.23,36000.05,36000.15,168896917
USDT_BTC,547200,36000.07,36000.00,36000.08,36000.03,158159319
USDT_BTC,550800,36000.02,36000.10,36000.05,36000.06,194860973
USDT_BTC,554400,36000.05,35999.91,36000.04,35999.98,230235889
USDT_BTC,558000,35999.98,35999.95,36000.01,35999.96,114712725
USDT_BTC,561600,35999.94,35999.75,35999.98,35999.85,149091030
USDT_BTC,565200,35999.99,35999.93,35999.98,35999.96,192426480
USDT_BTC,568800,35999.98,35999.91,36000.00,35999.94,135370569
USDT_BTC,572400,36000.02,35999.84,36000.00,35999.93,197380310
USDT_BTC,576000,35999.99,36000.17,36000.00,36000.08,78516654
USDT_BTC,579600,36000.03,36000.08,36000.02,36000.06,187585675
USDT_BTC,583200,36000.03,36000.07,36000.03,36000.05,191577134
USDT_BTC,586800,36000.08,36000.06,36000.05,36000.07,103698695
USDT_BTC,590400,36000.06,36000.07,36000.07,36000.07,230924193
USDT_BTC,594000,36000.05,35999.98,36000.08,36000.01,140221687
USDT_BTC,597600,36000.11,36000.12,36000.09,36000.12,226445991
USDT_BTC,601200,36000.12,35999.93,36000.08,36000.02,90703764
USDT_BTC,604800,36000.10,36000.20,36000.09,36000.15,84046620
USDT_BTC,608400,36000.13,36000.10,36000.13,36000.11,68218984
USDT_BTC,612000,36000.16,35999.99,36000.10,36000.08,77927042
USDT_BTC,615600,36000.06,35999.94,36000.07,36000.00,162592040
USDT_BTC,619200,36000.04,36000.13,36000.07,36000.09,93552917
USDT_BTC,622800,36000.08,36000.09,36000.06,36000.08,160121382
USDT_BTC,626400,36000.03,36000.24,36000.04,36000.13,75716827
USDT_BTC,630000,36000.03,36000.10,36000.06,36000.07,152044551
USDT_BTC,633600,36000.07,36000.26,36000.06,36000.16,225645065
USDT_BTC,637200,36000.07,35999.95,36000.07,36000.01,144500855
USDT_BTC,640800,36000.09,35999.88,36000.07,35999.98,94661096
USDT_BTC,644400,36000.02,36000.28,36000.04,36000.15,174085103
USDT_BTC,648000,36000.03,35999.99,36000.04,36000.01,151241774
USDT_BTC,651600,36000.01,35999.89,36000.02,35999.95,221731465
USDT_BTC,655200,36000.03,36000.05,36000.06,36000.04,206234008
USDT_BTC,658800,36000.03,36000.10,36000.03,36000.07,169817286
USDT_BTC,662400,35999.99,35999.77,36000.03,35999.88,76214263
USDT_BTC,666000,36000.06,36000.24,36000.05,36000.15,134324569
USDT_BTC,669600,36000.05,35999.94,36000.08,36000.00,178593755
USDT_BTC,673200,36000.05,36000.15,36000.06,36000.10,134572045
USDT_BTC,676800,36000.04,36000.17,36000.07,36000.11,150066356
USDT_BTC,680400,36000.08,36000.05,36000.08,36000.07,133747552
USDT_BTC,684000,36000.07,36000.12,36000.06,36000.09,244548762
USDT_BTC,687600,36000.07,35999.94,36000.05,36000.00,60278387
USDT_BTC,691200,36000.04,35999.93,36000.03,35999.99,78838414
USDT_BTC,694800,36000.04,35999.94,36000.05,35999.99,55229037
USDT_BTC,698400,36000.04,36000.25,36000.06,36000.14,142259678
USDT_BTC,702000,36000.08,35999.94,36000.09,36000.01,50609268
USDT_BTC,705600,36000.08,35999.97,36000.09,36000.03,153174740
USDT_BTC,709200,36000.05,35999.93,36000.08,35999.99,64617533
USDT_BTC,712800,36000.16,36000.29,36000.12,36000.22,142035086
USDT_BTC,716400,36000.12,36000.08,36000.14,36000.10,185278616
USDT_BTC,720000,36000.17,36000.34,36000.17,36000.26,120840787
USDT_BTC,723600,36000.19,36000.30,36000.18,36000.25,211031982
USDT_BTC,727200,36000.15,36000.08,36000.15,36000.11,185390013
USDT_BTC,730800,36000.12,36000.11,36000.13,36000.12,180709785
USDT_BTC,734400,36000.15,36000.08,36000.15,36000.12,174363859
USDT_BTC,738000,36000.20,36000.09,36000.16,36000.14,116710315
USDT_BTC,741600,36000.19,36000.12,36000.14,36000.16,184175779
USDT_BTC,745200,36000.15,35999.98,36000.15,36000.07,91217504
USDT_BTC,748800,36000.14,36000.27,36000.16,36000.20,104757649
USDT_BTC,752400,36000.15,35999.99,36000.18,36000.07,241107920
USDT_BTC,756000,36000.17,36000.07,36000.17,36000.12,153445201
USDT_BTC,759600,36000.12,36000.12,36000.15,36000.12,128212541
USDT_BTC,763200,36000.15,36000.35,36000.16,36000.25,151954199
USDT_BTC,766800,36000.20,36000.14,36000.16,36000.17,193183547
USDT_BTC,770400,36000.25,36000.30,36000.19,36000.28,180659089
USDT_BTC,774000,36000.21,36000.27,36000.20,36000.24,240476903
USDT_BTC,777600,36000.16,36000.26,36000.18,36000.21,248863968
USDT_BTC,781200,36000.20,36000.23,36000.20,36000.21,224878293
USDT_BTC,784800,36000.20,36000.20,36000.19,36000.20,59544198
USDT_BTC,788400,36000.18,36000.12,36000.17,36000.15,189894643
USDT_BTC,792000,36000.18,36000.11,36000.20,36000.15,189885859
USDT_BTC,795600,36000.17,36000.26,36000.20,36000.22,107462007
USDT_BTC,799200,36000.16,36000.45,36000.18,36000.30,88166160
USDT_BTC,802800,36000.17,36000.19,36000.19,36000.18,197483602
USDT_BTC,806400,36000.20,36000.13,36000.20,36000.16,115232140
USDT_BTC,810000,36000.23,36000.00,36000.20,36000.12,84247544
USDT_BTC,813600,36000.20,36000.12,36000.19,36000.16,159115840
USDT_BTC,817200,36000.25,36000.33,36000.22,36000.29,142026836
USDT_BTC,820800,36000.24,36000.17,36000.23,36000.20,50764577
USDT_BTC,824400,36000.24,36000.06,36000.23,36000.15,103855496
USDT_BTC,828000,36000.28,36000.25,36000.22,36000.26,150185242
USDT_BTC,831600,36000.19,36000.16,36000.20,36000.18,191312022
USDT_BTC,835200,36000.21,36000.07,36000.21,36000.14,191464758
USDT_BTC,838800,36000.25,36000.31,36000.24,36000.28,114020955
USDT_BTC,842400,36000.24,36000.19,36000.24,36000.21,183358502
USDT_BTC,846000,36000.27,36000.22,36000.23,36000.24,178441364
USDT_BTC,849600,36000.18,36000.12,36000.22,36000.15,153887829
USDT_BTC,853200,36000.19,36000.19,36000.19,36000.19,177085896
USDT_BTC,856800,36000.18,36000.16,36000.18,36000.17,188109581
USDT_BTC,860400,36000.21,36000.40,36000.19,36000.30,71838429
USDT_BTC,864000,36000.16,36000.28,36000.20,36000.22,126062428
USDT_BTC,867600,36000.20,36000.19,36000.22,36000.20,192113167
USDT_BTC,871200,36000.24,36000.03,36000.23,36000.14,103677177
USDT_BTC,874800,36000.22,36000.18,36000.22,36000.20,239760465
USDT_BTC,878400,36000.27,36000.33,36000.26,36000.30,228942990
USDT_BTC,882000,36000.29,36000.35,36000.28,36000.32,62032455
USDT_BTC,885600,36000.27,36000.20,36000.26,36000.24,170864928
USDT_BTC,889200,36000.22,36000.25,36000.23,36000.23,129152482
USDT_BTC,892800,36000.25,36000.11,36000.22,36000.18,76615708
USDT_BTC,896400,36000.16,36000.12,36000.18,36000.14,188688730
USDT_BTC,900000,36000.15,36000.23,36000.15,36000.19,98957497
USDT_BTC,903600,36000.20,36000.21,36000.18,36000.21,124707326
USDT_BTC,907200,36000.18,36000.02,36000.21,36000.10,169846342
USDT_BTC,910800,36000.22,36000.25,36000.21,36000.23,75444759
USDT_BTC,914400,36000.22,36000.16,36000.23,36000.19,115952531
USDT_BTC,918000,36000.22,36000.31,36000.25,36000.27,184805259
USDT_BTC,921600,36000.25,36000.06,36000.26,36000.16,79220891
USDT_BTC,925200,36000.31,36000.21,36000.28,36000.26,173250576
USDT_BTC,928800,36000.26,36000.20,36000.27,36000.23,96302589
USDT_BTC,932400,36000.27,36000.24,36000.28,36000.26,144709641
USDT_BTC,936000,36000.25,36000.20,36000.27,36000.23,98854974
USDT_BTC,939600,36000.30,36000.32,36000.26,36000.31,150663427
USDT_BTC,943200,36000.25,36000.47,36000.28,36000.36,197555708
USDT_BTC,946800,36000.20,36000.25,36000.27,36000.23,247662809
USDT_BTC,950400,36000.25,36000.49,36000.27,36000.37,116451075
USDT_BTC,954000,36000.23,36000.17,36000.25,36000.20,173966983
USDT_BTC,957600,36000.27,36000.36,36000.27,36000.32,234049954
USDT_BTC,961200,36000.25,36000.25,36000.25,36000.25,234684258
USDT_BTC,964800,36000.26,36000.31,36000.24,36000.28,178216823
USDT_BTC,968400,36000.26,36000.27,36000.26,36000.26,145427026
USDT_BTC,972000,36000.21,36000.28,36000.23,36000.25,135257982
USDT_BTC,975600,36000.21,36000.07,36000.22,36000.14,199822405
USDT_BTC,979200,36000.17,36000.28,36000.21,36000.22,248372820
USDT_BTC,982800,36000.22,36000.33,36000.22,36000.28,67642013
USDT_BTC,986400,36000.20,36000.16,36000.20,36000.18,177921271
USDT_BTC,990000,36000.20,36000.21,36000.22,36000.20,141140042
USDT_BTC,993600,36000.19,36000.09,36000.20,36000.14,127401231
USDT_BTC,997200,36000.19,35999.98,36000.20,36000.09,55107914
USDT_BTC,1000800,36000.13,36000.22,36000.17,36000.18,51883342
USDT_BTC,1004400,36000.16,36000.07,36000.16,36000.12,170160552
USDT_BTC,1008000,36000.18,36000.11,36000.15,36000.15,156502716
USDT_BTC,1011600,36000.18,36000.07,36000.17,36000.13,188497821
USDT_BTC,1015200,36000.22,36000.19,36000.18,36000.20,61492485
USDT_BTC,1018800,36000.18,36000.28,36000.19,36000.23,128991966
USDT_BTC,1022400,36000.19,36000.13,36000.22,36000.16,69750471
USDT_BTC,1026000,36000.22,36000.13,36000.21,36000.18,97591412
USDT_BTC,1029600,36000.19,36000.19,36000.20,36000.19,177733992
USDT_BTC,1033200,36000.22,36000.38,36000.22,36000.30,88107595
USDT_BTC,1036800,36000.30,36000.22,36000.24,36000.26,199247789
USDT_BTC,1040400,36000.21,36000.28,36000.24,36000.25,169530611
USDT_BTC,1044000,36000.24,36000.19,36000.25,36000.22,92041376
USDT_BTC,1047600,36000.26,36000.35,36000.22,36000.30,122243390
USDT_BTC,1051200,36000.21,36000.24,36000.20,36000.22,207373935
USDT_BTC,1054800,36000.16,36000.10,36000.23,36000.13,209279182
USDT_BTC,1058400,36000.19,36000.16,36000.24,36000.17,84681202
USDT_BTC,1062000,36000.27,36000.33,36000.28,36000.30,94846801
USDT_BTC,1065600,36000.26,36000.26,36000.27,36000.26,139421299
USDT_BTC,1069200,36000.21,36000.12,36000.23,36000.17,136738439
USDT_BTC,1072800,36000.24,36000.20,36000.22,36000.22,154515415
USDT_BTC,1076400,36000.23,36000.21,36000.21,36000.22,238524828
USDT_BTC,1080000,36000.21,36000.33,36000.23,36000.27,170282352
USDT_BTC,1083600,36000.24,36000.03,36000.21,36000.14,174107370
USDT_BTC,1087200,36000.27,36000.33,36000.25,36000.30,227649888
USDT_BTC,1090800,36000.20,36000.23,36000.22,36000.22,246092719
USDT_BTC,1094400,36000.18,36000.20,36000.20,36000.19,158266315
USDT_BTC,1098000,36000.19,36000.28,36000.18,36000.24,202832749
USDT_BTC,1101600,36000.21,36000.11,36000.19,36000.16,169233943
USDT_BTC,1105200,36000.23,36000.19,36000.20,36000.21,87337540
USDT_BTC,1108800,36000.18,36000.13,36000.19,36000.15,191967453
USDT_BTC,1112400,36000.23,36000.06,36000.21,36000.15,93145566
USDT_BTC,1116000,36000.19,36000.25,36000.21,36000.22,54999750
USDT_BTC,1119600,36000.23,36000.12,36000.21,36000.17,53642098
USDT_BTC,1123200,36000.24,36000.22,36000.21,36000.23,67052348
USDT_BTC,1126800,36000.22,36000.24,36000.23,36000.23,127758521
USDT_BTC,1130400,36000.25,36000.29,36000.23,36000.27,203263325
USDT_BTC,1134000,36000.23,36000.45,36000.24,36000.34,82808737
USDT_BTC,1137600,36000.22,36000.29,36000.22,36000.26,57136366
USDT_BTC,1141200,36000.25,36000.22,36000.26,36000.24,184080842
USDT_BTC,1144800,36000.27,36000.35,36000.27,36000.31,201234969
USDT_BTC,1148400,36000.23,36000.42,36000.25,36000.32,56238186
USDT_BTC,1152000,36000.26,36000.14,36000.26,36000.20,164058799
USDT_BTC,1155600,36000.25,36000.21,36000.25,36000.23,223416500
USDT_BTC,1159200,36000.24,36000.23,36000.25,36000.24,230380977
USDT_BTC,1162800,36000.27,36000.41,36000.26,36000.34,244793720
USDT_BTC,1166400,36000.25,36000.36,36000.24,36000.31,153476385
USDT_BTC,1170000,36000.23,36000.21,36000.23,36000.22,214853037
USDT_BTC,1173600,36000.27,36000.29,36000.23,36000.28,192776050
USDT_BTC,1177200,36000.21,36000.25,36000.24,36000.23,90906714
USDT_BTC,1180800,36000.20,36000.38,36000.22,36000.29,177856826
USDT_BTC,1184400,36000.24,36000.24,36000.21,36000.24,96803957
USDT_BTC,1188000,36000.20,36000.27,36000.21,36000.24,57516865
USDT_BTC,1191600,36000.22,35999.89,36000.24,36000.05,113231295
USDT_BTC,1195200,36000.24,36000.20,36000.23,36000.22,87888195
USDT_BTC,1198800,36000.23,36000.33,36000.25,36000.28,60927511
USDT_BTC,1202400,36000.21,36000.31,36000.21,36000.26,116557444
USDT_BTC,1206000,36000.22,36000.22,36000.23,36000.22,224109559
USDT_BTC,1209600,36000.20,36000.13,36000.21,36000.17,84025242
USDT_BTC,1213200,36000.18,36000.30,36000.18,36000.24,131607918
USDT_BTC,1216800,36000.22,36000.30,36000.20,36000.26,226200642
USDT_BTC,1220400,36000.21,36000.27,36000.25,36000.24,201117356
USDT_BTC,1224000,36000.30,36000.33,36000.26,36000.31,184258953
USDT_BTC,1227600,36000.25,36000.26,36000.28,36000.26,159159835
USDT_BTC,1231200,36000.29,36000.36,36000.29,36000.32,239713057
USDT_BTC,1234800,36000.30,36000.30,36000.30,36000.30,134589246
USDT_BTC,1238400,36000.26,36000.13,36000.27,36000.19,143016124
USDT_BTC,1242000,36000.34,36000.10,36000.33,36000.22,220380094
USDT_BTC,1245600,36000.32,36000.34,36000.34,36000.33,86706259
USDT_BTC,1249200,36000.38,36000.42,36000.35,36000.40,228397264
USDT_BTC,1252800,36000.30,36000.26,36000.32,36000.28,139981119
USDT_BTC,1256400,36000.31,36000.24,36000.30,36000.27,79995149
USDT_BTC,1260000,36000.27,36000.23,36000.28,36000.25,96670766
USDT_BTC,1263600,36000.25,36000.29,36000.25,36000.27,65091284
USDT_BTC,1267200,36000.26,36000.35,36000.25,36000.30,68131044
USDT_BTC,1270800,36000.28,36000.14,36000.24,36000.21,167126902
USDT_BTC,1274400,36000.22,36000.17,36000.25,36000.20,163978404
USDT_BTC,1278000,36000.27,36000.30,36000.25,36000.29,144685475
USDT_BTC,1281600,36000.26,36000.01,36000.25,36000.14,161120373
USDT_BTC,1285200,36000.27,36000.39,36000.26,36000.33,139481242
USDT_BTC,1288800,36000.26,36000.25,36000.25,36000.25,181033733
USDT_BTC,1292400,36000.24,36000.27,36000.25,36000.26,209301041
USDT_BTC,1296000,36000.26,36000.30,36000.26,36000.28,232771830
USDT_BTC,1299600,36000.25,36000.06,36000.24,36000.15,167068323
USDT_BTC,1303200,36000.23,36000.34,36000.23,36000.29,77732036
USDT_BTC,1306800,36000.22,36000.11,36000.22,36000.16,225919372
USDT_BTC,1310400,36000.22,36000.35,36000.23,36000.28,233978718
USDT_BTC,1314000,36000.19,36000.23,36000.22,36000.21,99640762
USDT_BTC,1317600,36000.25,36000.12,36000.26,36000.18,192084746
USDT_BTC,1321200,36000.22,36000.36,36000.23,36000.29,201519722
USDT_BTC,1324800,36000.20,36000.13,36000.21,36000.17,238898939
USDT_BTC,1328400,36000.26,36000.15,36000.22,36000.21,152827316
USDT_BTC,1332000,36000.23,36000.15,36000.23,36000.19,244733504
USDT_BTC,1335600,36000.21,36000.31,36000.24,36000.26,228984354
USDT_BTC,1339200,36000.29,36000.16,36000.27,36000.23,123595669
USDT_BTC,1342800,36000.22,36000.28,36000.25,36000.25,215747558
USDT_BTC,1346400,36000.24,36000.23,36000.26,36000.24,182658187
USDT_BTC,1350000,36000.26,36000.23,36000.24,36000.25,154608077
USDT_BTC,1353600,36000.27,36000.30,36000.25,36000.28,112332867
USDT_BTC,1357200,36000.26,36000.31,36000.25,36000.29,184999898
USDT_BTC,1360800,36000.21,36000.24,36000.24,36000.22,127769251
USDT_BTC,1364400,36000.20,36000.15,36000.23,36000.17,123328065
USDT_BTC,1368000,36000.21,36000.39,36000.24,36000.30,222988969
USDT_BTC,1371600,36000.25,36000.29,36000.26,36000.27,52588110
USDT_BTC,1375200,36000.24,36000.24,36000.26,36000.24,156153108
USDT_BTC,1378800,36000.28,36000.32,36000.27,36000.30,119437749
USDT_BTC,1382400,36000.29,36000.28,36000.32,36000.29,194472881
USDT_BTC,1386000,36000.27,36000.29,36000.29,36000.28,134247712
USDT_BTC,1389600,36000.26,36000.06,36000.29,36000.16,99285360
USDT_BTC,1393200,36000.32,36000.36,36000.35,36000.34,69954302
USDT_BTC,1396800,36000.31,36000.28,36000.31,36000.30,118364078
USDT_BTC,1400400,36000.28,36000.28,36000.27,36000.28,114826132
USDT_BTC,1404000,36000.30,36000.36,36000.26,36000.33,61108263
USDT_BTC,1407600,36000.26,36000.36,36000.24,36000.31,106087712
USDT_BTC,1411200,36000.25,36000.29,36000.24,36000.27,122043014
USDT_BTC,1414800,36000.22,36000.25,36000.23,36000.23,51023455
USDT_BTC,1418400,36000.25,36000.09,36000.24,36000.17,230081164
